epoch,step,train_accuracy,train_loss,val_accuracy,val_loss
6,7499,1.0,0.009319823235273361,,
6,7549,1.0,0.0006599850603379309,,
6,7599,0.96875,0.07792839407920837,,
6,7649,1.0,0.0015806156443431973,,
6,7699,1.0,0.0017757865134626627,,
6,7749,1.0,0.0014233080437406898,,
6,7799,0.96875,0.11371532827615738,,
6,7825,,,0.9922000169754028,0.034689102321863174
7,7849,1.0,0.0016304743476212025,,
7,7899,1.0,0.002928953617811203,,
7,7949,1.0,0.0008436503121629357,,
7,7999,1.0,0.0010028488468378782,,
7,8049,1.0,0.0067339190281927586,,
7,8099,1.0,0.0020350946579128504,,
7,8149,1.0,0.0141413863748312,,
7,8199,1.0,0.008681400679051876,,
7,8249,0.96875,0.06811864674091339,,
7,8299,1.0,0.0037928353995084763,,
7,8349,1.0,0.0018782524857670069,,
7,8399,1.0,0.0008680337341502309,,
7,8449,1.0,0.003229506080970168,,
7,8499,1.0,0.005731506738811731,,
7,8549,1.0,0.0011478689266368747,,
7,8599,1.0,0.016775580123066902,,
7,8649,1.0,0.0028392712119966745,,
7,8699,0.96875,0.041251931339502335,,
7,8749,1.0,0.0019352585077285767,,
7,8799,1.0,0.0017686508363112807,,
7,8849,1.0,0.0018356271320953965,,
7,8899,1.0,0.004859623499214649,,
7,8943,,,0.9900000095367432,0.04977031797170639
8,8949,1.0,0.0017053002957254648,,
8,8999,1.0,0.0011223331093788147,,
8,9049,0.96875,0.06631806492805481,,
8,9099,1.0,0.0006900801090523601,,
8,9149,1.0,0.0013349440414458513,,
8,9199,1.0,0.006776714231818914,,
8,9249,0.96875,0.11654255539178848,,
8,9299,0.96875,0.0413166843354702,,
8,9349,1.0,0.0031693745404481888,,
8,9399,1.0,0.0006210337742231786,,
8,9449,1.0,0.0017987043829634786,,
8,9499,0.9375,0.05263359844684601,,
8,9549,1.0,0.0029561794362962246,,
8,9599,1.0,0.008474214002490044,,
8,9649,0.96875,0.043324146419763565,,
8,9699,1.0,0.006118835881352425,,
8,9749,0.96875,0.13615569472312927,,
8,9799,0.96875,0.21779629588127136,,
8,9849,1.0,0.00387293822132051,,
8,9899,1.0,0.004323047585785389,,
8,9949,1.0,0.0012810223270207644,,
8,9999,1.0,0.0007263392326422036,,
8,10049,1.0,0.0008940115803852677,,
8,10061,,,0.989799976348877,0.03819720074534416
9,10099,1.0,0.0011317961616441607,,
9,10149,1.0,0.0009141169139184058,,
9,10199,1.0,0.0007694400264881551,,
9,10249,1.0,0.0031720635015517473,,
9,10299,1.0,0.0006779123796150088,,
9,10349,1.0,0.0223286934196949,,
9,10399,1.0,0.00192413036711514,,
9,10449,1.0,0.0004501117509789765,,
9,10499,1.0,0.0008043718989938498,,
9,10549,1.0,0.03337285295128822,,
9,10599,1.0,0.0017442587995901704,,
9,10649,1.0,0.0007337982533499599,,
9,10699,1.0,0.0006271299789659679,,
9,10749,0.96875,0.08063031733036041,,
9,10799,1.0,0.000825808965601027,,
9,10849,1.0,0.0014983325963839889,,
9,10899,1.0,0.0025268460158258677,,
9,10949,1.0,0.000935023941565305,,
9,10999,1.0,0.0011014282936230302,,
9,11049,1.0,0.0009969304082915187,,
9,11099,1.0,0.0066322265192866325,,
9,11149,1.0,0.0012819787953048944,,
9,11179,,,0.9886000156402588,0.04300493001937866
