epoch,step,train_loss,val_digit_accuracy,val_loss,val_sequence_accuracy
2,3199,0.07846051454544067,,,
2,3249,0.1025092601776123,,,
2,3299,0.010008584707975388,,,
2,3349,0.01705535501241684,,,
2,3353,,4.136600017547607,0.056422773748636246,0.0
3,3399,0.003796524368226528,,,
3,3449,0.02681092545390129,,,
3,3499,-0.0007076815236359835,,,
3,3549,0.03706585243344307,,,
3,3599,0.08544235676527023,,,
3,3649,0.010031573474407196,,,
3,3699,0.01834055595099926,,,
3,3749,0.03504490107297897,,,
3,3799,0.0006466334452852607,,,
3,3849,0.15776219964027405,,,
3,3899,0.0776720643043518,,,
3,3949,0.12242379784584045,,,
3,3999,-0.010205594822764397,,,
3,4049,-0.005418441258370876,,,
3,4099,-0.020182384178042412,,,
3,4149,0.06589891016483307,,,
3,4199,0.015684358775615692,,,
3,4249,0.125385582447052,,,
3,4299,-0.026923296973109245,,,
3,4349,-0.01645287312567234,,,
3,4399,0.033136919140815735,,,
3,4449,-0.002957027405500412,,,
3,4471,,4.137400150299072,0.035716716200113297,0.0
4,4499,0.032183025032281876,,,
4,4549,0.01715121790766716,,,
4,4599,0.008014289662241936,,,
4,4649,0.004556678235530853,,,
4,4699,0.2913317084312439,,,
4,4749,0.035696618258953094,,,
4,4799,-7.61076807975769e-05,,,
4,4849,0.03355211019515991,,,
4,4899,0.016769828274846077,,,
4,4949,0.08078467845916748,,,
4,4999,0.012005699798464775,,,
4,5049,0.04323100298643112,,,
4,5099,0.0003535216674208641,,,
4,5149,-0.009471055120229721,,,
4,5199,-0.019739337265491486,,,
4,5249,0.006654972210526466,,,
4,5299,-0.003514845622703433,,,
4,5349,-0.009141466580331326,,,
4,5399,0.011987853795289993,,,
4,5449,0.010922735556960106,,,
4,5499,0.08575069159269333,,,
4,5549,0.004484217613935471,,,
4,5589,,4.138599872589111,0.03593902289867401,0.0
5,5599,0.007252220995724201,,,
5,5649,0.004817587789148092,,,
5,5699,0.14300282299518585,,,
5,5749,-0.016160788014531136,,,
5,5799,0.012599492445588112,,,
5,5849,0.004346325062215328,,,
5,5899,0.06128197908401489,,,
5,5949,-0.02071201428771019,,,
5,5999,-0.0023548437748104334,,,
5,6049,-0.008830254897475243,,,
5,6099,-0.004299146588891745,,,
5,6149,-0.03818129003047943,,,
5,6199,0.010112729854881763,,,
5,6249,0.0023480826057493687,,,
5,6299,-0.008748343214392662,,,
5,6349,0.021250352263450623,,,
5,6399,0.07144107669591904,,,
5,6449,0.03987443819642067,,,
5,6499,0.003963136114180088,,,
5,6549,-0.003368654754012823,,,
5,6599,0.05144655331969261,,,
5,6649,-0.005942225456237793,,,
5,6699,-0.009200247004628181,,,
5,6707,,4.133800029754639,0.029920339584350586,0.0
6,6749,0.1405685544013977,,,
6,6799,0.03419909253716469,,,
6,6849,0.007746357470750809,,,
6,6899,-0.006261108443140984,,,
6,6949,0.012772144749760628,,,
6,6999,-0.011621812358498573,,,
6,7049,-0.01109706237912178,,,
6,7099,-0.0011124692391604185,,,
6,7149,0.001595543697476387,,,
6,7199,-0.006954987533390522,,,
6,7249,0.005948525387793779,,,
6,7299,-0.0012743722181767225,,,
6,7349,0.02270963229238987,,,
6,7399,0.0202863160520792,,,
6,7449,0.0005944210570305586,,,
6,7499,0.0074039059691131115,,,
6,7549,0.011213397607207298,,,
6,7599,0.0512903593480587,,,
6,7649,-0.011455440893769264,,,
6,7699,-0.0026291105896234512,,,
6,7749,0.004649733658879995,,,
6,7799,0.0044621918350458145,,,
6,7825,,4.133800029754639,0.03432155027985573,0.0
7,7849,0.0013905791565775871,,,
7,7899,-0.009973850101232529,,,
7,7949,8.904142305254936e-05,,,
7,7999,-0.0006797299720346928,,,
7,8049,0.0021632034331560135,,,
7,8099,0.007212650030851364,,,
7,8149,-0.012083511799573898,,,
7,8199,0.0013621198013424873,,,
7,8249,-0.002738134004175663,,,
7,8299,0.0026098699308931828,,,
7,8349,-0.007792811840772629,,,
7,8399,0.0048641604371368885,,,
7,8449,0.0074857501313090324,,,
7,8499,0.00610269233584404,,,
7,8549,-0.0017576913814991713,,,
7,8599,0.014493261463940144,,,
7,8649,0.005303302314132452,,,
7,8699,0.049932144582271576,,,
7,8749,-0.014531047083437443,,,
7,8799,0.05555761605501175,,,
7,8849,-0.0017734358552843332,,,
7,8899,0.04834491387009621,,,
7,8943,,4.131400108337402,0.039696235209703445,0.0
8,8949,-0.002857229206711054,,,
8,8999,-0.0057381619699299335,,,
8,9049,0.020286500453948975,,,
8,9099,-0.010723543353378773,,,
8,9149,0.0015676149632781744,,,
8,9199,0.06768152117729187,,,
8,9249,0.044429413974285126,,,
8,9299,0.028348449617624283,,,
8,9349,0.016683785244822502,,,
8,9399,-0.013135971501469612,,,
8,9449,0.010974042117595673,,,
8,9499,0.007892575114965439,,,
8,9549,0.16835692524909973,,,
8,9599,-0.01531311683356762,,,
8,9649,0.002181087154895067,,,
8,9699,0.01130096334964037,,,
8,9749,-0.00473552942276001,,,
8,9799,0.004609910771250725,,,
8,9849,0.0033962074667215347,,,
8,9899,0.0350196436047554,,,
8,9949,0.05586572736501694,,,
8,9999,0.006844480521976948,,,
8,10049,-0.010997630655765533,,,
8,10061,,4.13640022277832,0.026050720363855362,0.0
9,10099,0.010694267228245735,,,
9,10149,-9.721459355205297e-05,,,
9,10199,0.000442897726316005,,,
9,10249,-0.012868852354586124,,,
9,10299,-0.022370703518390656,,,
9,10349,-0.0052785370498895645,,,
9,10399,0.0035011013969779015,,,
9,10449,-0.00898756179958582,,,
9,10499,0.0027799103409051895,,,
9,10549,0.060593318194150925,,,
9,10599,0.01570066437125206,,,
9,10649,0.03773264214396477,,,
9,10699,0.01166880875825882,,,
9,10749,0.0066338274627923965,,,
9,10799,0.0025119679048657417,,,
9,10849,0.0004079551436007023,,,
9,10899,0.008778607472777367,,,
9,10949,0.00982754398137331,,,
9,10999,0.03116043657064438,,,
9,11049,0.026777155697345734,,,
9,11099,0.009848889894783497,,,
9,11149,-0.0025879626628011465,,,
9,11179,,4.133200168609619,0.04137609526515007,0.0
